SeasonEpisode	Scene ID	Token ID	Word Form	POS Tag	Constituency Tag	Lemma	Frameset ID	Word Sense	Speaker	Named Entity Tag	Entity ID	Sentence
/friends-s01e01	0	9	!	.	*))	!	-	-	Joey_Tribbiani	*	-	4
												5
/friends-s01e01	0	0	All	DT	(TOP(S(NP*	all	-	-	Chandler_Bing	*	-	5
/friends-s01e01	0	1	right	JJ	*	right	-	-	Chandler_Bing	*	-	5
/friends-s01e01	0	2	Joey	NNP	*)	Joey	-	-	Chandler_Bing   (	PERSON)	-183	5
/friends-s01e01	0	3	","	","	*	","	-	-	Chandler_Bing	*	-	5
/friends-s01e01	0	4	be	VB	(VP*	be	-	-	Chandler_Bing	*	-	5
/friends-s01e01	0	5	nice	JJ	(ADJP*))	nice	-	-	Chandler_Bing	*	-	5
/friends-s01e01	0	6	.	.	*))	.	-	-	Chandler_Bing	*	-	5
												6
/friends-s01e01	0	0	So	RB	(TOP(SINV(ADVP*)	so	-	-	Chandler_Bing	*	-	6
/friends-s01e01	0	1	does	VBZ	*	do	-	-	Chandler_Bing	*	-	6
/friends-s01e01	0	2	he	PRP	(NP*)	he	-	-	Chandler_Bing	*	-284	6
/friends-s01e01	0	3	have	VB	(VP*	have	-	-	Chandler_Bing	*	-	6
/friends-s01e01	0	4	a	DT	(NP*	a	-	-	Chandler_Bing	*	-	6
/friends-s01e01	0	5	hump	NN	*))	hump	-	-	Chandler_Bing	*	-	6
/friends-s01e01	0	6	?	.	*))	?	-	-	Chandler_Bing	*	-	6
												7
/friends-s01e01	0	0	A	DT	(TOP(FRAG(NP(NP*	a	-	-	Chandler_Bing	*	-	7
/friends-s01e01	0	1	hump	NN	*)	hump	-	-	Chandler_Bing	*	-	7
/friends-s01e01	0	2	and	CC	*	and	-	-	Chandler_Bing	*	-	7
/friends-s01e01	0	3	a	DT	(NP*	a	-	-	Chandler_Bing	*	-	7
/friends-s01e01	0	4	hairpiece	NN	*))	hairpiece	-	-	Chandler_Bing	*	-	7
/friends-s01e01	0	5	?	.	*))	?	-	-	Chandler_Bing	*	-	7
												8
/friends-s01e01	0	0	Wait	VB	(TOP(S(S(VP*))	wait	-	-	Phoebe_Buffay	*	-	8
/friends-s01e01	0	1	","	","	*	","	-	-	Phoebe_Buffay	*	-	8
/friends-s01e01	0	2	does	VBZ	(VP*	do	-	-	Phoebe_Buffay	*	-	8
/friends-s01e01	0	3	he	PRP	(S(NP*)	he	-	-	Phoebe_Buffay	*	-284	8
/friends-s01e01	0	4	eat	VB	(VP*	eat	-	-	Phoebe_Buffay	*	-	8
/friends-s01e01	0	5	chalk	NN	(NP*))))	chalk	-	-	Phoebe_Buffay	*	-	8
/friends-s01e01	0	6	?	.	*))	?	-	-	Phoebe_Buffay	*	-	8
												9
/friends-s01e01	0	0	Just	RB	(TOP(S(ADVP*)	just	-	-	Phoebe_Buffay	*	-	9
/friends-s01e01	0	1	","	","	*	","	-	-	Phoebe_Buffay	*	-	9
/friends-s01e01	0	2	'	''	*	'	-	-	Phoebe_Buffay	*	-	9
/friends-s01e01	0	3	cause	NN	(NP(NP*)	cause	-	-	Phoebe_Buffay	*	-	9
/friends-s01e01	0	4	","	","	*	","	-	-	Phoebe_Buffay	*	-	9
/friends-s01e01	0	5	I	PRP	(NP*))	I	-	-	Phoebe_Buffay	*	-292	9
/friends-s01e01	0	6	do	VBP	(VP*	do	-	-	Phoebe_Buffay	*	-	9
/friends-s01e01	0	7	n't	RB	*	not	-	-	Phoebe_Buffay	*	-	9
/friends-s01e01	0	8	want	VB	(VP*	want	-	-	Phoebe_Buffay	*	-	9
/friends-s01e01	0	9	her	PRP	(S(NP*)	she	-	-	Phoebe_Buffay	*	-248	9
/friends-s01e01	0	10	to	TO	(VP*	to	-	-	Phoebe_Buffay	*	-	9
/friends-s01e01	0	11	go	VB	(VP*	go	-	-	Phoebe_Buffay	*	-	9
/friends-s01e01	0	12	through	IN	(SBAR(WHPP*	through	-	-	Phoebe_Buffay	*	-	9
/friends-s01e01	0	13	what	WP	(WHNP*))	what	-	-	Phoebe_Buffay	*	-	9
/friends-s01e01	0	14	I	PRP	(S(NP*)	I	-	-	Phoebe_Buffay	*	-292	9
/friends-s01e01	0	15	went	VBD	(VP*	go	-	-	Phoebe_Buffay	*	-	9
/friends-s01e01	0	16	through	IN	(PP*	through	-	-	Phoebe_Buffay	*	-	9
/friends-s01e01	0	17	with	IN	(PP*	with	-	-	Phoebe_Buffay	*	-	9
/friends-s01e01	0	18	Carl	NNP	(NP*))))))	Carl	-	-	Phoebe_Buffay   (	PERSON)	-50	9
/friends-s01e01	0	19	-	:	*	-	-	-	Phoebe_Buffay	*	-	9
/friends-s01e01	0	20	oh	UH	(FRAG(INTJ*)))))))	oh	-	-	Phoebe_Buffay	*	-	9
/friends-s01e01	0	21	!	.	*))	!	-	-	Phoebe_Buffay	*	-	9
												10
/friends-s01e01	0	0	Okay	UH	(TOP(S(INTJ*)	okay	-	-	Monica_Geller	*	-	10
/friends-s01e01	0	1	","	","	*	","	-	-	Monica_Geller	*	-	10
/friends-s01e01	0	2	everybody	NN	(NP*)	everybody	-	-	Monica_Geller	*	-	10
/friends-s01e01	0	3	relax	VB	(VP*)	relax	-	-	Monica_Geller	*	-	10
/friends-s01e01	0	4	.	.	*))	.	-	-	Monica_Geller	*	-	10
												11
/friends-s01e01	0	0	This	DT	(TOP(S(NP*)	this	-	-	Monica_Geller	*	-	11
/friends-s01e01	0	1	is	VBZ	(VP*	be	-	-	Monica_Geller	*	-	11
/friends-s01e01	0	2	not	RB	*	not	-	-	Monica_Geller	*	-	11
/friends-s01e01	0	3	even	RB	(ADVP*)	even	-	-	Monica_Geller	*	-	11
/friends-s01e01	0	4	a	DT	(NP*	a	-	-	Monica_Geller	*	-	11
/friends-s01e01	0	5	date	NN	*))	date	-	-	Monica_Geller	*	-	11
/friends-s01e01	0	6	.	.	*))	.	-	-	Monica_Geller	*	-	11
												12
/friends-s01e01	0	0	It	PRP	(TOP(S(S(NP*)	it	-	-	Monica_Geller	*	-	12
/friends-s01e01	0	1	's	VBZ	(VP*	be	-	-	Monica_Geller	*	-	12
/friends-s01e01	0	2	just	RB	(ADVP*	just	-	-	Monica_Geller	*	-	12
/friends-s01e01	0	3	two	CD	(NP*	two	-	-	Monica_Geller   (	NUMBER)	-	12
/friends-s01e01	0	4	people	NNS	*))	people	-	-	Monica_Geller	*	-	12
/friends-s01e01	0	5	going	VBG	(VP*	go	-	-	Monica_Geller	*	-	12
/friends-s01e01	0	6	out	RP	(PRT*)	out	-	-	Monica_Geller	*	-	12
/friends-s01e01	0	7	to	TO	(PP*	to	-	-	Monica_Geller	*	-	12
/friends-s01e01	0	8	dinner	NN	(NP*))	dinner	-	-	Monica_Geller	*	-	12
/friends-s01e01	0	9	and	CC	(ADVP*))))	and	-	-	Monica_Geller	*	-	12
/friends-s01e01	0	10	-	:	*	-	-	-	Monica_Geller	*	-	12
/friends-s01e01	0	11	not	RB	(S(VP*	not	-	-	Monica_Geller	*	-	12
/friends-s01e01	0	12	having	VBG	*	have	-	-	Monica_Geller	*	-	12
/friends-s01e01	0	13	sex	NN	(NP*)))	sex	-	-	Monica_Geller	*	-	12
/friends-s01e01	0	14	.	.	*))	.	-	-	Monica_Geller	*	-	12
												13
/friends-s01e01	0	0	Sounds	VBZ	(TOP(S(VP*	sound	-	-	Chandler_Bing	*	-	13
/friends-s01e01	0	1	like	IN	(PP*	like	-	-	Chandler_Bing	*	-	13
/friends-s01e01	0	2	a	DT	(NP*	a	-	-	Chandler_Bing	*	-	13
/friends-s01e01	0	3	date	NN	*))	date	-	-	Chandler_Bing	*	-	13
/friends-s01e01	0	4	to	TO	(PP*	to	-	-	Chandler_Bing	*	-	13
/friends-s01e01	0	5	me	PRP	(NP*)))	I	-	-	Chandler_Bing	*	-59	13
/friends-s01e01	0	6	.	.	*))	.	-	-	Chandler_Bing	*	-	13
												14
/friends-s01e01	0	0	Alright	NNP	(TOP(S(S(NP(NP*)	Alright	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	1	","	","	*	","	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	2	so	IN	(SBAR*	so	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	3	I	PRP	(S(NP*)	I	-	-	Chandler_Bing	*	-59	14
/friends-s01e01	0	4	'm	VBP	(VP*	be	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	5	back	RB	(ADVP*)	back	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	6	in	IN	(PP*	in	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	7	high	JJ	(NP*	high	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	8	school	NN	*)))))	school	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	9	","	","	*)	","	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	10	I	PRP	(NP*)	I	-	-	Chandler_Bing	*	-59	14
/friends-s01e01	0	11	'm	VBP	(VP*	be	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	12	standing	VBG	(VP*	stand	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	13	in	IN	(PP*	in	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	14	the	DT	(NP(NP*	the	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	15	middle	NN	*)	middle	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	16	of	IN	(PP*	of	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	17	the	DT	(NP*	the	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	18	cafeteria	NN	*)))))))	cafeteria	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	19	","	","	*	","	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	20	and	CC	*	and	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	21	I	PRP	(S(NP*)	I	-	-	Chandler_Bing	*	-59	14
/friends-s01e01	0	22	realize	VBP	(VP*	realize	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	23	I	PRP	(SBAR(S(NP*)	I	-	-	Chandler_Bing	*	-59	14
/friends-s01e01	0	24	am	VBP	(VP*	be	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	25	totally	RB	(ADJP*	totally	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	26	naked	JJ	*))))))	naked	-	-	Chandler_Bing	*	-	14
/friends-s01e01	0	27	.	.	*))	.	-	-	Chandler_Bing	*	-	14
												15
/friends-s01e01	0	0	Oh	UH	(TOP(FRAG(INTJ*)	oh	-	-	All	*	-	15
/friends-s01e01	0	1	","	","	*	","	-	-	All	*	-	15
/friends-s01e01	0	2	yeah	NN	(NP*)	yeah	-	-	All	*	-	15
/friends-s01e01	0	3	.	.	*))	.	-	-	All	*	-	15
												16
/friends-s01e01	0	0	Had	VBD	(TOP(S(VP*	have	-	-	All	*	-	16
/friends-s01e01	0	1	that	IN	(PP*	that	-	-	All	*	-	16
/friends-s01e01	0	2	dream	NN	(NP*)))	dream	-	-	All	*	-	16
/friends-s01e01	0	3	.	.	*))	.	-	-	All	*	-	16
												17
/friends-s01e01	0	0	Then	RB	(TOP(S(S(ADVP*)	then	-	-	Chandler_Bing	*	-	17
/friends-s01e01	0	1	I	PRP	(NP*)	I	-	-	Chandler_Bing	*	-59	17
/friends-s01e01	0	2	look	VBP	(VP*	look	-	-	Chandler_Bing	*	-	17
/friends-s01e01	0	3	down	RB	(ADVP*)))	down	-	-	Chandler_Bing	*	-	17
/friends-s01e01	0	4	","	","	*	","	-	-	Chandler_Bing	*	-	17
/friends-s01e01	0	5	and	CC	*	and	-	-	Chandler_Bing	*	-	17
/friends-s01e01	0	6	I	PRP	(S(NP*)	I	-	-	Chandler_Bing	*	-59	17
/friends-s01e01	0	7	realize	VBP	(VP*	realize	-	-	Chandler_Bing	*	-	17
/friends-s01e01	0	8	there	EX	(SBAR(S(NP*)	there	-	-	Chandler_Bing	*	-	17
/friends-s01e01	0	9	's	VBZ	(VP*	be	-	-	Chandler_Bing	*	-	17
/friends-s01e01	0	10	a	DT	(NP*	a	-	-	Chandler_Bing	*	-	17
/friends-s01e01	0	11	phone	NN	*))))))	phone	-	-	Chandler_Bing	*	-	17
/friends-s01e01	0	12	...	:	*))	...	-	-	Chandler_Bing	*	-	17
												18
/friends-s01e01	0	0	there	RB	(TOP(FRAG(ADVP*)	there	-	-	Chandler_Bing	*	-	18
/friends-s01e01	0	1	.	.	*))	.	-	-	Chandler_Bing	*	-	18
												19
/friends-s01e01	0	0	Instead	RB	(TOP(FRAG(ADVP*)	instead	-	-	Joey_Tribbiani	*	-	19
/friends-s01e01	0	1	of	IN	(PP*	of	-	-	Joey_Tribbiani	*	-	19
/friends-s01e01	0	2	...?	CD	(NP*))))	...?	-	-	Joey_Tribbiani   (	NUMBER)	-	19
												20
/friends-s01e01	0	0	That	DT	(TOP(S(NP*)	that	-	-	Chandler_Bing	*	-	20
/friends-s01e01	0	1	's	VBZ	(VP*	be	-	-	Chandler_Bing	*	-	20
/friends-s01e01	0	2	right	NN	(NP*))	right	-	-	Chandler_Bing	*	-	20
/friends-s01e01	0	3	.	.	*))	.	-	-	Chandler_Bing	*	-	20
												21
/friends-s01e01	0	0	Never	RB	(TOP(S(NP(ADVP*))	never	-	-	Joey_Tribbiani	*	-	21
/friends-s01e01	0	1	had	VBD	(VP*	have	-	-	Joey_Tribbiani	*	-	21
/friends-s01e01	0	2	that	IN	(PP*	that	-	-	Joey_Tribbiani	*	-	21
/friends-s01e01	0	3	dream	NN	(NP*)))	dream	-	-	Joey_Tribbiani	*	-	21
/friends-s01e01	0	4	.	.	*))	.	-	-	Joey_Tribbiani	*	-	21
												22
/friends-s01e01	0	0	No	DT	(TOP(FRAG(NP*)	no	-	-	Phoebe_Buffay	*	-	22
/friends-s01e01	0	1	.	.	*))	.	-	-	Phoebe_Buffay	*	-	22
												23
/friends-s01e01	0	0	All	DT	(TOP(S(NP(NP*)	all	-	-	Chandler_Bing	*	-	23
/friends-s01e01	0	1	of	IN	(PP*	of	-	-	Chandler_Bing	*	-	23
/friends-s01e01	0	2	a	DT	(NP(NP*	a	-	-	Chandler_Bing	*	-	23
/friends-s01e01	0	3	sudden	JJ	*)	sudden	-	-	Chandler_Bing	*	-	23
/friends-s01e01	0	4	","	","	*	","	-	-	Chandler_Bing	*	-	23
/friends-s01e01	0	5	the	DT	(NP*	the	-	-	Chandler_Bing	*	-	23
/friends-s01e01	0	6	phone	NN	*))))	phone	-	-	Chandler_Bing	*	-	23
/friends-s01e01	0	7	starts	VBZ	(VP*	start	-	-	Chandler_Bing	*	-	23
/friends-s01e01	0	8	to	TO	(PP*	to	-	-	Chandler_Bing	*	-	23
/friends-s01e01	0	9	ring	NN	(NP*)))	ring	-	-	Chandler_Bing	*	-	23
/friends-s01e01	0	10	.	.	*))	.	-	-	Chandler_Bing	*	-	23
												24
/friends-s01e01	0	0	Now	RB	(TOP(S(S(ADVP*)	now	-	-	Chandler_Bing	(DATE)	-	24
/friends-s01e01	0	1	I	PRP	(NP*)	I	-	-	Chandler_Bing	*	-59	24
/friends-s01e01	0	2	do	VBP	(VP*	do	-	-	Chandler_Bing	*	-	24
/friends-s01e01	0	3	n't	RB	*	not	-	-	Chandler_Bing	*	-	24
/friends-s01e01	0	4	know	VB	(VP*	know	-	-	Chandler_Bing	*	-	24
/friends-s01e01	0	5	what	WP	(SBAR(WHNP*)	what	-	-	Chandler_Bing	*	-	24
/friends-s01e01	0	6	to	TO	(S(VP*	to	-	-	Chandler_Bing	*	-	24
/friends-s01e01	0	7	do	VB	(VP*)))))))	do	-	-	Chandler_Bing	*	-	24
/friends-s01e01	0	8	","	","	*	","	-	-	Chandler_Bing	*	-	24
/friends-s01e01	0	9	everybody	NN	(NP*)	everybody	-	-	Chandler_Bing	*	-	24
/friends-s01e01	0	10	starts	VBZ	(VP*	start	-	-	Chandler_Bing	*	-	24
/friends-s01e01	0	11	looking	VBG	(S(VP*	look	-	-	Chandler_Bing	*	-	24
/friends-s01e01	0	12	at	IN	(PP*	at	-	-	Chandler_Bing	*	-	24
/friends-s01e01	0	13	me	PRP	(NP*)))))	I	-	-	Chandler_Bing	*	-59	24
/friends-s01e01	0	14	.	.	*))	.	-	-	Chandler_Bing	*	-	24
												25
/friends-s01e01	0	0	And	CC	(TOP(S*	and	-	-	Monica_Geller	*	-	25
/friends-s01e01	0	1	they	PRP	(NP*)	they	-	-	Monica_Geller	*	-	25
/friends-s01e01	0	2	were	VBD	(VP*	be	-	-	Monica_Geller	*	-	25
/friends-s01e01	0	3	n't	RB	*	not	-	-	Monica_Geller	*	-	25
/friends-s01e01	0	4	looking	VBG	(VP*	look	-	-	Monica_Geller	*	-	25
/friends-s01e01	0	5	at	IN	(PP*	at	-	-	Monica_Geller	*	-	25
/friends-s01e01	0	6	you	PRP	(NP*))	you	-	-	Monica_Geller	*	-59	25
/friends-s01e01	0	7	before	IN	(PP*	before	-	-	Monica_Geller	*	-	25
/friends-s01e01	0	8	?!	CD	(NP*))))))	?!	-	-	Monica_Geller   (	NUMBER)	-	25
												26
/friends-s01e01	0	0	Finally	RB	(TOP(S(ADVP*)	finally	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	1	","	","	*	","	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	2	I	PRP	(S(NP*)	I	-	-	Chandler_Bing	*	-59	26
/friends-s01e01	0	3	figure	VBP	(VP*	figure	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	4	I	PRP	(SBAR(S(NP*)	I	-	-	Chandler_Bing	*	-59	26
/friends-s01e01	0	5	'd	MD	(VP*	would	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	6	better	RB	(ADVP*)	better	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	7	answer	VB	(VP*	answer	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	8	it	PRP	(NP*)))))))	it	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	9	","	","	*	","	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	10	and	CC	*	and	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	11	it	PRP	(S(NP*)	it	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	12	turns	VBZ	(VP*	turn	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	13	out	IN	(PRT*)	out	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	14	it	PRP	(SBAR(S(NP*)	it	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	15	's	VBZ	(VP*	be	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	16	my	PRP$	(NP(NP*	my	-	-	Chandler_Bing	*	-59	26
/friends-s01e01	0	17	mother	NN	*)	mother	-	-	Chandler_Bing	*	-268	26
/friends-s01e01	0	18	","	","	*	","	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	19	which	WDT	(SBAR(WHNP*)	which	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	20	is	VBZ	(S(VP*	be	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	21	very	RB	(ADVP*	very	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	22	-	:	*	-	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	23	very	RB	*)	very	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	24	weird	JJ	(ADJP*)	weird	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	25	","	","	*	","	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	26	because	IN	(PP*	because	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	27	-	:	*	-	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	28	she	PRP	(S(NP*)	she	-	-	Chandler_Bing	*	-268	26
/friends-s01e01	0	29	never	RB	(VP(ADVP*)	never	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	30	calls	VBZ	*	call	-	-	Chandler_Bing	*	-	26
/friends-s01e01	0	31	me	PRP	(NP*)))))))))))))	I	-	-	Chandler_Bing	*	-59	26
/friends-s01e01	0	32	!	.	*))	!	-	-	Chandler_Bing	*	-	26
												27
/friends-s01e01	0	0	Hi	NN	(TOP(NP*	hi	-	-	Ross_Geller	*	-	27
/friends-s01e01	0	1	.	.	*))	.	-	-	Ross_Geller	*	-	27
												28
/friends-s01e01	0	0	This	DT	(TOP(S(NP*	this	-	-	Joey_Tribbiani	*	-	28
/friends-s01e01	0	1	guy	NN	*)	guy	-	-	Joey_Tribbiani	*	-335	28
/friends-s01e01	0	2	says	VBZ	(VP*	say	-	-	Joey_Tribbiani	*	-	28
/friends-s01e01	0	3	hello	UH	(S(INTJ*)	hello	-	-	Joey_Tribbiani	*	-	28
/friends-s01e01	0	4	","	","	*	","	-	-	Joey_Tribbiani	*	-	28
/friends-s01e01	0	5	I	PRP	(NP*)	I	-	-	Joey_Tribbiani	*	-183	28
/friends-s01e01	0	6	wan	VBP	(VP*	wan	-	-	Joey_Tribbiani	*	-	28
/friends-s01e01	0	7	na	TO	(S(VP*	na	-	-	Joey_Tribbiani	*	-	28
/friends-s01e01	0	8	kill	VB	(VP*	kill	-	-	Joey_Tribbiani	*	-	28
/friends-s01e01	0	9	myself	PRP	(NP*)))))))	myself	-	-	Joey_Tribbiani	*	-183	28
/friends-s01e01	0	10	.	.	*))	.	-	-	Joey_Tribbiani	*	-	28
												29
/friends-s01e01	0	0	Are	VBP	(TOP(S(VP*	be	-	-	Monica_Geller	*	-	29
/friends-s01e01	0	1	you	PRP	(ADJP(NP*)	you	-	-	Monica_Geller	*	-335	29
/friends-s01e01	0	2	okay	JJ	*)	okay	-	-	Monica_Geller	*	-	29
/friends-s01e01	0	3	","	","	*	","	-	-	Monica_Geller	*	-	29
/friends-s01e01	0	4	sweetie	NN	(NP*))	sweetie	-	-	Monica_Geller	*	-335	29
/friends-s01e01	0	5	?	.	*))	?	-	-	Monica_Geller	*	-	29
												30
/friends-s01e01	0	0	I	PRP	(TOP(S(NP*)	I	-	-	Ross_Geller	*	-335	30
/friends-s01e01	0	1	just	RB	(VP(ADVP*)	just	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	2	feel	VBP	*	feel	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	3	like	IN	(SBAR*	like	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	4	someone	NN	(S(NP*)	someone	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	5	reached	VBD	(VP(VP*	reach	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	6	down	RP	(PRT*)	down	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	7	my	PRP$	(NP*	my	-	-	Ross_Geller	*	-335	30
/friends-s01e01	0	8	throat	NN	*))	throat	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	9	","	","	*	","	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	10	grabbed	VBD	(VP*	grab	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	11	my	PRP$	(NP*	my	-	-	Ross_Geller	*	-335	30
/friends-s01e01	0	12	small	JJ	*	small	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	13	intestine	NN	*))	intestine	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	14	","	","	*	","	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	15	pulled	VBD	(VP*	pull	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	16	it	PRP	(NP*)	it	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	17	out	IN	(PRT*)	out	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	18	of	IN	(PP*	of	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	19	my	PRP$	(NP*	my	-	-	Ross_Geller	*	-335	30
/friends-s01e01	0	20	mouth	NN	*)))	mouth	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	21	and	CC	*	and	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	22	tied	VBD	(VP*	tie	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	23	it	PRP	(NP*)	it	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	24	around	IN	(PP*	around	-	-	Ross_Geller	*	-	30
/friends-s01e01	0	25	my	PRP$	(NP*	my	-	-	Ross_Geller	*	-335	30
